Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,50,61
1/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,56,66
15/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,54,67
17/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,8.3,65,76
22/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,7.3,68,76
24/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,6.8,58,66
29/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,8,67,76
31/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,7.8,70,77
2/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,58,65
2/7/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,6.5,55,61
2/12/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,56,61
14/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,59,67
19/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,6,64,72
21/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,66,75
26/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,71
28/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,65,71
3/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,57,63
3/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,59
3/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,58
13/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,60,65
18/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,65,71
25/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,56,61
27/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,68
4/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,57
4/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,57,60
4/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,59,63
4/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,58,61
15/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,48,52
17/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,62,68
22/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,70
26/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,59,69
5/1/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,56,64
5/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,66,71
5/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,67,72
5/12/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,63,69
20/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,65,70
22/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,57
27/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,58
29/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,61,65
6/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,51,55
6/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,43,47
6/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,55,62
6/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,58,62
6/12/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,47,51
17/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,44,47
19/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,49,53
24/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,63,71
26/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,70
7/3/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,60
7/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,55,62
7/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,50,56
17/7/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,60,67
22/7/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,33,36
29/7/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,63,67
31/7/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,68,73
8/5/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,51,56
8/7/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,62,67
8/12/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,44,47
19/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,70
21/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,57,61
26/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,47,50
28/8/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,29,31
9/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,54,58
9/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,59,62
9/9/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,6.9,52,56
9/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,46,49
16/9/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,54,57
23/9/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,45,48
25/9/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,50,53
30/9/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,58
14/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,49,52
16/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,43,48
20/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,48,52
22/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,7.6,47,50
30/10/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,49,55
11/4/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,7.9,62,64
11/6/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,60,63
11/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,49,54
13/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,65,68
18/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,70,74
20/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,70
24/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,60,65
27/11/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,65,71
12/2/2008,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,71,80
