Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
68,January - M011990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,10.9,8.8,NA,275
69,January - M011990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,NA,NA,NA,524
70,January - M011990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",5,5.4,NA,155
68,February - M021990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,9,8.2,NA,211
69,February - M021990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,NA,NA,NA,220
70,February - M021990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",3.6,4,NA,121
68,March - M031990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,3.3,6.6,NA,175
69,March - M031990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,NA,NA,NA,165
70,March - M031990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",4.2,5.7,NA,101
68,April - M041990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,6.2,NA,NA,144
70,April - M041990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",16.1,3.3,NA,220
68,May - M051990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,5.2,NA,NA,180
70,May - M051990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",4.6,NA,NA,189
68,June - M061990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,11.2,NA,NA,180
70,June - M061990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",3.5,NA,NA,130
70,July - M071990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",7.6,NA,NA,75
68,July - M071990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,12.7,NA,NA,128
70,August - M081990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",13.6,NA,NA,75
68,August - M081990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,20.1,NA,NA,91
68,September - M091990,Orissa,Talcher,Orissa Pollution Control Board,Industrial Area,7.3,12.1,NA,134
70,September - M091990,Orissa,Angul,Orissa Pollution Control Board,"Residential, Rural and other Areas",7.4,NA,NA,37
