Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
95,January - M011992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,20,64.6,NA,353
202,January - M011992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.6,4.4,NA,190
203,January - M011992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,35.8,12.5,NA,261
232,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,52.6,89.6,NA,679
233,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,55.8,33.8,NA,245
234,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,33.4,31.7,NA,320
241,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,43.6,30.8,NA,334
152,January - M011992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,34.1,NA,271
150,January - M011992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.9,14.7,NA,180
151,January - M011992,Andhra Pradesh,Hyderabad,NA,Industrial Area,24.5,11.5,NA,118
95,February - M021992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13,66.5,NA,241
202,February - M021992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.4,21.4,NA,129
203,February - M021992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.8,30.9,NA,171
232,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,32.9,144.8,NA,555
233,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,24.3,18.7,NA,201
234,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,36.1,18.1,NA,250
241,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,34.5,21,NA,227
150,February - M021992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.8,9.7,NA,171
151,February - M021992,Andhra Pradesh,Hyderabad,NA,Industrial Area,14.4,10.4,NA,122
152,February - M021992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.1,37.8,NA,248
95,March - M031992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,24.9,61,NA,276
202,March - M031992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12,23,NA,134
203,March - M031992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.6,29.2,NA,135
232,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,136.1,162.2,NA,433
233,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,67.4,127.7,NA,215
234,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,32.7,28,NA,253
241,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,90,26.2,NA,262
151,March - M031992,Andhra Pradesh,Hyderabad,NA,Industrial Area,22.4,10.2,NA,159
150,March - M031992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.1,20.8,NA,179
152,March - M031992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.4,38,NA,267
95,April - M041992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.8,32.3,NA,229
203,April - M041992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.6,39.6,NA,147
232,April - M041992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,44.6,122.4,NA,418
233,April - M041992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,94.3,47.3,NA,208
234,April - M041992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,17.2,21.7,NA,216
150,April - M041992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.3,14.2,NA,175
152,April - M041992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,33.2,NA,249
151,April - M041992,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.1,8.2,NA,152
95,May - M051992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.3,53.1,NA,173
202,May - M051992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,7.3,12,NA,125
203,May - M051992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.9,21.7,NA,142
232,May - M051992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,NA,NA,NA,344
233,May - M051992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,29.1,28,NA,174
234,May - M051992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,18.4,25.9,NA,222
95,June - M061992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,8.6,61.7,NA,247
202,June - M061992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,3.7,28.5,NA,95
203,June - M061992,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,4.9,20.8,NA,160
