Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
108,January - M011990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.4,6.7,NA,159
107,January - M011990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.4,11.9,NA,134
106,January - M011990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,20.4,11,NA,203
108,February - M021990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",5.6,11.2,NA,182
107,February - M021990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",6.7,11.4,NA,120
106,February - M021990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,18.4,8.6,NA,180
106,March - M031990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,17.4,7.5,NA,234
107,March - M031990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.6,9,NA,108
108,March - M031990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.1,13.2,NA,233
106,April - M041990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,23.3,8.1,NA,339
107,April - M041990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.3,11.1,NA,226
108,April - M041990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",7.1,9.6,NA,323
106,May - M051990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,7.1,12.5,NA,275
107,May - M051990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",2.7,15.7,NA,218
108,May - M051990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",2.6,31.8,NA,314
106,June - M061990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,5.9,10.4,NA,358
107,June - M061990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.8,10.2,NA,289
108,June - M061990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",5.1,17.2,NA,463
107,July - M071990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.6,10,NA,127
106,July - M071990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,9.4,7.5,NA,169
108,July - M071990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.5,10.7,NA,167
107,August - M081990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.4,7.5,NA,93
106,August - M081990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,5.2,6.5,NA,148
108,August - M081990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.1,7,NA,155
107,September - M091990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.8,6.7,NA,124
106,September - M091990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,8.3,5.9,NA,148
107,October - M101990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.6,21.6,NA,325
106,October - M101990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,12.7,12.6,NA,263
107,November - M111990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",1.5,7.5,NA,137
106,November - M111990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,13.2,14.3,NA,312
108,November - M111990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",4.8,10.8,NA,238
107,December - M121990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.9,9.6,NA,141
106,December - M121990,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,19.2,19.5,NA,387
108,December - M121990,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",8.1,11.2,NA,363
