Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
107,January - M011991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",3.2,10.7,NA,132
106,January - M011991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,19.6,19.2,NA,393
108,January - M011991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",6.9,11.4,NA,352
107,February - M021991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",4.4,35.6,NA,125
106,February - M021991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,18.5,13,NA,260
108,February - M021991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",4.3,9.3,NA,196
107,March - M031991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",4.5,8.8,NA,137
106,March - M031991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,18.6,10,NA,289
108,March - M031991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",4.3,6.1,NA,253
106,June - M061991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,361
107,June - M061991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,276
106,July - M071991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,415
107,July - M071991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,552
106,August - M081991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,148
107,August - M081991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,209
106,September - M091991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,211
107,September - M091991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,167
106,October - M101991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,321
107,October - M101991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,186
106,November - M111991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,298
107,November - M111991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,175
106,December - M121991,Chandigarh,Chandigarh,Central Pollution Control Board,Industrial Area,NA,NA,NA,349
107,December - M121991,Chandigarh,Chandigarh,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,179
