Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
82,13-06-88,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,16.5,7.3,NA,262
83,6/4/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",27.7,12.2,NA,223
84,6/2/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",16.7,8.1,NA,272
82,7/1/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,11.8,5,NA,85
82,10/1/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,11.4,6.3,NA,120
83,10/1/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",13.7,7.4,NA,273
84,10/1/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",11.9,6.5,NA,246
82,11/2/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,14.9,7.1,NA,140
83,11/2/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",15.9,6.9,NA,315
84,11/2/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",13.6,6.1,NA,389
82,12/6/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,Industrial Area,6.3,9.3,NA,95
83,12/6/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",18.3,16.8,NA,237
84,12/1/1988,Madhya Pradesh,Nagda,Madhya Pradesh  Pollution Control Board,"Residential, Rural and other Areas",5.4,13.7,NA,420
