Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/1/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,14.7,32.7,147,326
1/4/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,16,35.2,123,283
1/8/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,16.6,36.8,132,307
1/11/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,17.3,38.4,103,232
1/12/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.4,18.8,93,227
15-01-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,14.2,33.7,86,202
18-01-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,15.5,37.1,72,164
22-01-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,16.3,34.9,95,215
25-01-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,14.3,36.2,109,245
29-01-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,17.4,37.8,136,302
2/1/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,16.2,39.5,117,269
2/7/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,15.7,38.2,130,261
2/10/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,15.1,33,81,181
14-02-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,14.6,29,99,222
17-02-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,16.8,31.4,74,166
21-02-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,13.7,28.2,123,274
24-02-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,15.2,34.5,151,337
28-02-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,17.4,32.4,116,261
3/3/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,18.2,36.8,97,216
3/7/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,15.2,30.6,133,297
3/10/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,13.7,28.6,151,334
14-03-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.9,25.3,108,242
17-03-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.1,24.3,143,319
21-03-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11.5,22.3,99,222
24-03-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.7,23.1,87,195
28-03-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11.8,26.5,78,174
31-03-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11.3,22.4,82,183
4/4/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.7,21.3,93,210
4/7/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11.9,21.8,88,199
4/11/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11.5,22.3,81,182
14-04-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11,24.4,89,198
18-04-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12,24.9,88,198
21-04-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.5,26.8,97,223
25-04-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,10.2,15.6,82,195
28-04-07,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,11.5,16.7,110,246
5/2/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,13,20,113,249
5/5/2007,Gujarat,Ahmedabad,Cadilla Bridge Narol,Industrial Areas,12.9,19.8,127,281
