Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
42,6/1/1987,Haryana,Faridabad,Haryana Pollution Control Board,Residential,43.2,24.1,NA,NA
42,7/1/1987,Haryana,Faridabad,Haryana Pollution Control Board,Residential,41.8,24,NA,NA
42,8/3/1987,Haryana,Faridabad,Haryana Pollution Control Board,Residential,45.7,24.4,NA,228
42,14-09-87,Haryana,Faridabad,Haryana Pollution Control Board,Residential,42.8,22,NA,NA
43,9/1/1987,Haryana,Faridabad,Haryana Pollution Control Board,Industrial,46.8,NA,NA,NA
43,10/1/1987,Haryana,Faridabad,Haryana Pollution Control Board,Industrial,42,14.9,NA,358
42,10/1/1987,Haryana,Faridabad,Haryana Pollution Control Board,Residential,37.4,16.6,NA,314
43,11/2/1987,Haryana,Faridabad,Haryana Pollution Control Board,Industrial,47.4,20.2,NA,494
42,11/2/1987,Haryana,Faridabad,Haryana Pollution Control Board,Residential,43.8,16.5,NA,463
43,12/1/1987,Haryana,Faridabad,Haryana Pollution Control Board,Industrial,46,15,NA,451
42,12/2/1987,Haryana,Faridabad,Haryana Pollution Control Board,Residential,40.7,11.5,NA,381
