Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/3/2006,Meghalaya,Shillong,Boards Office,Residential and others,3,NA,50,66
1/5/2006,Meghalaya,Shillong,Boards Office,Residential and others,4.9,NA,46,68
1/9/2006,Meghalaya,Shillong,Boards Office,Residential and others,2.6,NA,46,62
1/12/2006,Meghalaya,Shillong,Boards Office,Residential and others,2.7,7.3,53,71
17/01/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,55,69
19/01/2006,Meghalaya,Shillong,Boards Office,Residential and others,2.5,5.8,56,69
24/01/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,77
30/01/2006,Meghalaya,Shillong,Boards Office,Residential and others,2.5,NA,66,77
2/2/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,7.9,65,81
2/7/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,10.7,65,76
2/9/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,5.6,63,73
13/02/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,64,75
16/02/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,60,74
21/02/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,6.1,56,71
27/02/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,58,69
3/2/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,50,57
3/7/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,49,58
3/9/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,60
13/03/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,49,65
16/03/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,51,62
22/03/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,5.4,52,61
28/03/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,5.5,40,50
29/03/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,40,50
30/03/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,6.2,53,60
4/3/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,65
4/5/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,6.7,60,74
4/9/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,60
4/10/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,54,68
4/12/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,53,67
17/04/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,47,53
19/04/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,59
25/04/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,5.3,58,71
27/04/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,60,81
5/2/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,38,52
5/9/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,41,61
5/11/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,5.4,51,64
16/05/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,43,57
18/05/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,55
23/05/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,45,51
25/05/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,45,54
30/05/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,47,61
6/5/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,54,63
6/7/2006,Meghalaya,Shillong,Boards Office,Residential and others,NA,NA,52,58
